case_id,customer_message,amazon_response
2697958,"@AmazonHelp after #harassing for a week @115850 has #refunded my money. Now they r not sharing result of invstgtn , no #harassment  #compensation #such a #worst #company","@647618 We're sorry for the experience you've had, Varun. However, we'll not be able to share the outcome of the investigation as this will be done internally. Appreciate your understanding. ^SM"
1387233,@AmazonHelp It's regarding my last order of one plus 5 phone,@442781 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
1387243,@AmazonHelp Sorry but I could find this option anywhere !  We are just going round and round ...pl advise how this can be resolved. I canceled a product that I paid thru my credit card ... what is the timeline to reverse and credit back that amount to my card,"@442784 Once the order is canceled and returned to our warehouse, it would take 3-5 business days for the amount to reflect in your account. For further assistance, please contact is from the link provided earlier. ^BS"
2697973,"2nd time in 1 week my @115821 order has beed delayed! And the second shipment has still not made it to my house! Cust Svc keeps giving same canned response ""Should arrive soon""! I don't care if @115851 has to personally deliver, but I need my package NOW! https://t.co/zrRS3e60we",@758069 I'd like a member of our Transportation team to take a look into this for you. Please provide as much detail about the situation here: https://t.co/o8VJkud5tE ^AN
2697980,It’s been like this for days but is due tomorrow please can someone help? @AmazonHelp https://t.co/dnlfR02IWx,"@692193 Hi! it is not uncommon for orders to be dispatched and arrive on the same day. We strive to deliver parcels by the time specified in the email sent, please keep us posted if it does not arrive by 21:00, tomorrow. ^CH"
1125118,"@AmazonHelp FYI, I have clicked the link. Done the details.",@385295 We will reach out to you very soon and thank you for your patience here. Please keep an eye on your emails.^GA
1125121,"@AmazonHelp If this happens again I'll have to treat it as an intruder. (Unmarked van, no uniform) and amazon can't say they haven't been informed","@385295 Hello, rest assure a member of our team is looking into this and will reach out to you as soon as possible. Thanks for your patience with this matter. ^CR"
1125124,"@115850 you always continue to gain my reliability and I am highly impressed with the service, within couple of hours of pick up of the return product, am refunded. You r truly consumer centric😎😎😎",@385296 Thanks man :) That calls for a ........ ;) Have an awesome weekend! :P ^AP
2697993,"Seriously, been in my store since this morning. Love it when @AmazonHelp lies to me https://t.co/4kLG0nMCnb",@758072 I'm sorry to see that we weren't able to deliver your package! Can you let us know who the carrier was for this order? You can review this information here: https://t.co/q4LAMZ3tbE ^JS
2697998,@115833 is there any way to stop Alexa from offering me the same incorrect response over and over again?,"@156623 I'm sorry for the troubles, Alex! Have you tried these steps: https://t.co/jAdZIAWWqF? ^AB"
1125139,@AmazonHelp It’s now being delivered on Friday. What fantastic service 😡,"@332756 Henry, thank you for being a Prime member. Did you receive an email regarding the reason for delay this time? ^SY"
1125138,"@AmazonHelp Just spoken to Arrow - the lady there claims Amazon put the order on their system as a 48 hour delivery, which means Monday. So I paid for Saturday when Amazon had no ability to guarantee that date apparently, which is ridiculous service.","@332756 Henry, I'm sorry to hear you didn't receive your parcel. Did you select weekend preference in your address book? ^SY"
1387277,@AmazonHelp I m verry disappointed and you assurance for one day delivery,@442792 I'm sorry about the delay in the delivery of your order. I'd request you to provide your details through the link 1/2 ^KH
1125142,"@AmazonHelp I specified Saturday, and the courier company tell me you told them 48 hours. Which they have interpreted as Monday.","@332756 Apologies for the trouble this has caused, Henry. Please let us know if the tracking doesnt update on Monday to confirm that it's out for delivery.^CN"
1387287,@AmazonHelp shall I cancel the order,@442793 Sorry for the inconvenience. Please contact our support team here: https://t.co/vlvfJr4nN9 we will assist further. ^GU
1387285,@AmazonHelp Your Aramax courier services are not delivering my order since Thursday and from 2:30 onwards today I will not be available.,@442793 Kindly let us know if we've missed the same? 2/2^AP
1387292,"@116316 
""Lieferung zusammenfassen""&lt; trotzdem 4 Pakete bekommen.
""Lieferung in 2-3 Tagen""&lt; Pakte frühest. n. 4 Tagen, auf 1 warte ich noch",@442794 Unser Kundenservice prüft das gerne mal für dich: https://t.co/rqKCaVqug1 ^SK
1387294,@AmazonHelp I'll DM you the details,@174522 We will respond via DM to avoid duplicate threads. ^NV
1387295,@AmazonHelp why hasn't my order been shipped yet it was released yesterday annoyed yet again,"@174522 Hi, what is the tracking information showing on your parcel ?You can check here : https://t.co/aaDyEz1VgE ^CR"
1387298,@119625  Thank you for the latest season of #Blindspot,"@171263 You're welcome, Shashank. ^KA"
1125155,"@115850 1st time felt poor service by Amazon, I have complained about my cashback and till date I didn't got it.","@385300 I understand your concern regarding the cash back, please share your details here: https://t.co/z8uF4Cxqw6 and we'll assist you accordingly. ^SU"
1387300,@115850 Such a cheap and worst service by amazon. Support executives are disconnected my call and no was ready to help me with my issue.,@442795 We're so sorry to hear about the poor service of support team. Please share your details here: https://t.co/beaaDm0muc 1/2 ^RS
1387303,@442797 @116313 住所のんは、チェック外れてたら大丈夫らしい、、よ？,@442796 @442797 アマゾンです。ほしい物リストと商品の注文画面には、登録されたお届け先情報の一部のみが表示されます。プライバシー保護のため、番地などの詳しい情報は表示されません。https://t.co/qIaxfk1swm ET
1125162,@AmazonHelp Usa,@268653 Thanks for that info! We'd be happy to help out; can you reach out to us by phone or chat here?  https://t.co/hApLpMlfHN ^GS
1368094,Ain't got no costume for the weekend cause Amazon Prime is bullshit @115821,@438490 Oh no! I'm so sorry to hear that. We're here to help. Did we miss the delivery date provided at checkout? ^BL
1125165,"@AmazonHelp Guten Tag, bisher hat noch niemand geantwortet, aber es gab auch die Information, dass das momentan etwas dauert, deshalb warte ich noch. :)","@147605 Wenn es eilt, melde dich nochmal bei uns hier auf Twitter. :-)Ansonsten wünsche ich dir ein schönes, erholsames Wochenende! ;-) ^AK"
1911598,Excuse me @115821 - how does this work? Different price on the main list than at the point of purchase? https://t.co/6rNK1W3uDv,"@569440 Hi, that is very odd! Can you reach out to us directly so that we can look into this for you? You can reach us via this link: https://t.co/hApLpMlfHN ^KI"
1387310,@AmazonHelp When i will get update and iphone picked up @115850??? I have not even got call acknowledging this issue #amazonindiasucks,@442798 Kindly write back to the email you've received from our social media team and we'll reach out to you. ^GK
1125171,@AmazonHelp I specified that it was a gift and it said it would come in a covered box to hide what it was but it didn’t at all,"@385303 Hi Megan, I'm very sorry to hear this. We do not have access to your account/orders over Twitter to look into this further. Please contact us directly and we will be happy to help more.  https://t.co/JzP7hlA23B ^KK"
1911600,@AmazonHelp すみません！ありがとうございます！,@569441 とんでもないことでございます。ご迷惑をお掛けしておりますところ恐縮でございますが、どうぞよろしくお願いいたします。TN
1125175,"@AmazonHelp @118919  I have not received my cashback for order no. 403-7428184-1258738 dated 20 November.
What r u wanted prove? 
I have already mentioned detail on my Facebook account 5 hour ago. No response....
Don't tease me.....","@385304 I understand your concern regarding the cash back, please share your details here: https://t.co/jvb3MiXkiC and we'll assist you accordingly. ^SU"
1387320,"@AmazonHelp Hi, placed order on 10th of October and there’s been no update from ‘dispatching soon.’ Help pls

Order No: 
026-5842621-7601902",@442802 We are unable to view your account via Twitter. Please avoid sharing personal information. ^DA (2/2)
1911606,"Ohhhh! This is great! Ole-ole por @116928 estaré por casa, gracias. ;) https://t.co/Qp4PWn5aRN","@569442 ¡Hola Pepin! Que felicidad que vas a estar en casa para recibir este pedido que suponemos estas esperando con ansias 😀.

Por acá nos dejaste con mucha curiosidad sobre lo que será 🤔, ¿será que nos sacas de la duda? 😅 ^JL https://t.co/TBaIkX3Izc"
1125184,"Was bei @116316 bestellt. Paket soll via @259 kommen und landet in einem “Service”(!)-Point. Geöffnet Mo-Sa, aber Pakete kann man nur Mo-Fr abholen. Öffnungszeiten 09:00 bis 18:00. Doof, wenn man arbeitet und vor 19:30 nicht daheim ist... Tja, return to sender...",@385307 Hi! Ein zweiter Zustellversuch an dieselbe oder an eine andere Adresse kann über die UPS Website oder Servicehotline beauftragt werden (Kontaktdaten stehen auf der Benachrichtigungskarte). ^AS
